"Allocation","Num","mean","std","rrr","sharpe1","sharpe2","type"
"Large_Cap: 0%,  Fixed: 100%",0,0.78759315661688,0.569923949505263,1.38192675935196,1.31602627678961,1.31829763852966,"120 Months"
"Large_Cap: 1%,  Fixed: 99%",1,0.799835075132673,0.567244006079791,1.41003706792834,1.3438252386385,1.34610733142356,"120 Months"
"Large_Cap: 2%,  Fixed: 98%",2,0.812076993648465,0.564881091472227,1.43760696880822,1.3711181734436,1.37340981229146,"120 Months"
"Large_Cap: 3%,  Fixed: 97%",3,0.824318912164258,0.562839198553095,1.46457267774412,1.39784267138921,1.40014262394576,"120 Months"
"Large_Cap: 4%,  Fixed: 96%",4,0.83656083068005,0.561121831876605,1.49087200525111,1.42393776537199,1.42624475715186,"120 Months"
"Large_Cap: 5%,  Fixed: 95%",5,0.848802749195842,0.559731978579799,1.51644498023768,1.44934453800185,1.4516572582022,"120 Months"
"Large_Cap: 6%,  Fixed: 94%",6,0.861044667711635,0.558672083011839,1.54123446274545,1.4740067196054,1.47632382742769,"120 Months"
"Large_Cap: 7%,  Fixed: 93%",7,0.873286586227427,0.557944025583526,1.56518673233233,1.49787126415977,1.50019139556057,"120 Months"
"Large_Cap: 8%,  Fixed: 92%",8,0.88552850474322,0.55754910625661,1.58825203880007,1.52088889020065,1.52321066498087,"120 Months"
"Large_Cap: 9%,  Fixed: 91%",9,0.897770423259012,0.55748803300732,1.61038510264708,1.54301457436213,1.5453366034946,"120 Months"
"Large_Cap: 10%,  Fixed: 90%",10,0.910012341774804,0.557760915501282,1.63154555380945,1.56420798630979,1.56652887939797,"120 Months"
"Large_Cap: 11%,  Fixed: 89%",11,0.922254260290597,0.558367264111103,1.65169829889434,1.58443385538147,1.5867522281387,"120 Months"
"Large_Cap: 12%,  Fixed: 88%",12,0.934496178806389,0.559305994297075,1.67081380914011,1.60366226118746,1.60597674282514,"120 Months"
"Large_Cap: 13%,  Fixed: 87%",13,0.946738097322182,0.560575436259913,1.68886832366166,1.62186884265189,1.62417808306791,"120 Months"
"Large_Cap: 14%,  Fixed: 86%",14,0.958980015837974,0.562173349666254,1.70584396504618,1.63903492239316,1.6413375990576,"120 Months"
"Large_Cap: 15%,  Fixed: 85%",15,0.971221934353766,0.564096943146825,1.72172876693106,1.65514754582619,1.65744237026971,"120 Months"
"Large_Cap: 16%,  Fixed: 84%",16,0.983463852869559,0.56634289817728,1.7365166157018,1.67019943680344,1.67248516062519,"120 Months"
"Large_Cap: 17%,  Fixed: 83%",17,0.995705771385351,0.568907396875555,1.75020711077721,1.68418887388574,1.6864642942103,"120 Months"
"Large_Cap: 18%,  Fixed: 82%",18,1.00794768990114,0.571786153189487,1.76280535000489,1.69711949334898,1.69938345767624,"120 Months"
"Large_Cap: 19%,  Fixed: 81%",19,1.02018960841694,0.574974446905578,1.77432164839227,1.7090000267126,1.71125143711981,"120 Months"
"Large_Cap: 20%,  Fixed: 80%",20,1.03243152693273,0.578467159884768,1.78477119969678,1.71984398186868,1.72208179853904,"120 Months"
"Large_Cap: 21%,  Fixed: 79%",21,1.04467344544852,0.582258813923462,1.7941736912648,1.72966927776668,1.73189252183391,"120 Months"
"Large_Cap: 22%,  Fixed: 78%",22,1.05691536396431,0.586343609646762,1.80255288294357,1.7384978430688,1.74070559878123,"120 Months"
"Large_Cap: 23%,  Fixed: 77%",23,1.06915728248011,0.59071546586429,1.80993616091598,1.74635518925259,1.74854660547317,"120 Months"
"Large_Cap: 24%,  Fixed: 76%",24,1.0813992009959,0.595368058854828,1.81635407696532,1.75326996834102,1.75544425941087,"120 Months"
"Large_Cap: 25%,  Fixed: 75%",25,1.09364111951169,0.60029486109203,1.8218398830238,1.75927352483789,1.7614299708406,"120 Months"
"Large_Cap: 26%,  Fixed: 74%",26,1.10588303802748,0.605489178976854,1.8264290699566,1.76439945060039,1.76653739707176,"120 Months"
"Large_Cap: 27%,  Fixed: 73%",27,1.11812495654327,0.610944189200832,1.83015891845355,1.76868315035537,1.77080200748917,"120 Months"
"Large_Cap: 28%,  Fixed: 72%",28,1.13036687505907,0.616652973425159,1.8330680687073,1.7721614244279,1.77426066583178,"120 Months"
"Large_Cap: 29%,  Fixed: 71%",29,1.14260879357486,0.622608551021868,1.83519611431538,1.77487207405831,1.77695123511628,"120 Months"
"Large_Cap: 30%,  Fixed: 70%",30,1.15485071209065,0.628803909683012,1.83658322460626,1.7768535334929,1.77891220939124,"120 Months"
"Large_Cap: 31%,  Fixed: 69%",31,1.16709263060644,0.635232033760393,1.83726979840356,1.77814453188653,1.78018237535922,"120 Months"
"Large_Cap: 32%,  Fixed: 68%",32,1.17933454912224,0.641885930250633,1.83729615114285,1.77878378698872,1.78080050583647,"120 Months"
"Large_Cap: 33%,  Fixed: 67%",33,1.19157646763803,0.648758652387548,1.83670223626739,1.7788097316233,1.78080508605731,"120 Months"
"Large_Cap: 34%,  Fixed: 66%",34,1.20381838615382,0.655843320845251,1.83552740096879,1.77826027313125,1.78023407298938,"120 Months"
"Large_Cap: 35%,  Fixed: 65%",35,1.21606030466961,0.663133142590971,1.8338101756131,1.77717258523495,1.7791246871139,"120 Months"
"Large_Cap: 36%,  Fixed: 64%",36,1.22830222318541,0.670621427456251,1.83158809560337,1.7755829312013,1.77751323554387,"120 Months"
"Large_Cap: 37%,  Fixed: 63%",37,1.2405441417012,0.678301602519096,1.82889755397014,1.77352651672542,1.77543496489779,"120 Months"
