"Allocation","Num","mean","std","rrr","sharpe1","sharpe2","sharpe3","sharpe4","sharpe5","sharpe6","type"
"Large_Cap: 45%,  Fixed: 55%",45,Inf,2.96657787599327,Inf,Inf,NA,Inf,Inf,NA,Inf,"240 Months"
"Large_Cap: 46%,  Fixed: 54%",46,Inf,3.00855575415935,Inf,Inf,NA,Inf,Inf,NA,Inf,"240 Months"
"Large_Cap: 47%,  Fixed: 53%",47,Inf,3.05089429465203,Inf,Inf,NA,Inf,Inf,NA,Inf,"240 Months"
"Large_Cap: 48%,  Fixed: 52%",48,Inf,3.09357868949501,Inf,Inf,NA,Inf,Inf,NA,Inf,"240 Months"
"Large_Cap: 49%,  Fixed: 51%",49,Inf,3.13659481902866,Inf,Inf,NA,Inf,Inf,NA,Inf,"240 Months"
"Large_Cap: 50%,  Fixed: 50%",50,Inf,3.17992922077201,Inf,Inf,NA,Inf,Inf,NA,Inf,"240 Months"
"Large_Cap: 51%,  Fixed: 49%",51,Inf,3.22356905916164,Inf,Inf,NA,Inf,Inf,NA,Inf,"240 Months"
"Large_Cap: 52%,  Fixed: 48%",52,Inf,3.26750209624283,Inf,Inf,NA,Inf,Inf,NA,Inf,"240 Months"
"Large_Cap: 53%,  Fixed: 47%",53,Inf,3.31171666336671,Inf,Inf,NA,Inf,Inf,NA,Inf,"240 Months"
"Large_Cap: 54%,  Fixed: 46%",54,Inf,3.35620163392972,Inf,Inf,NA,Inf,Inf,NA,Inf,"240 Months"
"Large_Cap: 55%,  Fixed: 45%",55,Inf,3.40094639717635,Inf,Inf,NA,Inf,Inf,NA,Inf,"240 Months"
"Large_Cap: 56%,  Fixed: 44%",56,Inf,3.44594083307352,Inf,Inf,NA,Inf,Inf,NA,Inf,"240 Months"
"Large_Cap: 57%,  Fixed: 43%",57,Inf,3.49117528825502,Inf,Inf,NA,Inf,Inf,NA,Inf,"240 Months"
"Large_Cap: 58%,  Fixed: 42%",58,Inf,3.53664055302543,Inf,Inf,NA,Inf,Inf,NA,Inf,"240 Months"
"Large_Cap: 59%,  Fixed: 41%",59,Inf,3.58232783940664,Inf,Inf,NA,Inf,Inf,NA,Inf,"240 Months"
"Large_Cap: 60%,  Fixed: 40%",60,Inf,3.62822876020437,Inf,Inf,NA,Inf,Inf,NA,Inf,"240 Months"
"Large_Cap: 61%,  Fixed: 39%",61,Inf,3.67433530906787,Inf,Inf,NA,Inf,Inf,NA,Inf,"240 Months"
"Large_Cap: 62%,  Fixed: 38%",62,Inf,3.72063984151301,Inf,Inf,NA,Inf,Inf,NA,Inf,"240 Months"
"Large_Cap: 63%,  Fixed: 37%",63,Inf,3.76713505687645,Inf,Inf,NA,Inf,Inf,NA,Inf,"240 Months"
"Large_Cap: 64%,  Fixed: 36%",64,Inf,3.81381398116681,Inf,Inf,NA,Inf,Inf,NA,Inf,"240 Months"
"Large_Cap: 65%,  Fixed: 35%",65,Inf,3.86066995077821,Inf,Inf,NA,Inf,Inf,NA,Inf,"240 Months"
"Large_Cap: 66%,  Fixed: 34%",66,Inf,3.90769659703035,Inf,Inf,NA,Inf,Inf,NA,Inf,"240 Months"
"Large_Cap: 67%,  Fixed: 33%",67,Inf,3.95488783149987,Inf,Inf,NA,Inf,Inf,NA,Inf,"240 Months"
"Large_Cap: 68%,  Fixed: 32%",68,Inf,4.00223783210734,Inf,Inf,NA,Inf,Inf,NA,Inf,"240 Months"
"Large_Cap: 69%,  Fixed: 31%",69,Inf,4.04974102992516,Inf,Inf,NA,Inf,Inf,NA,Inf,"240 Months"
"Large_Cap: 70%,  Fixed: 30%",70,Inf,4.09739209667194,Inf,Inf,NA,Inf,Inf,NA,Inf,"240 Months"
"Large_Cap: 71%,  Fixed: 29%",71,Inf,4.14518593286024,Inf,Inf,NA,Inf,Inf,NA,Inf,"240 Months"
"Large_Cap: 72%,  Fixed: 28%",72,Inf,4.19311765656506,Inf,Inf,NA,Inf,Inf,NA,Inf,"240 Months"
"Large_Cap: 73%,  Fixed: 27%",73,Inf,4.24118259278179,Inf,Inf,NA,Inf,Inf,NA,Inf,"240 Months"
"Large_Cap: 74%,  Fixed: 26%",74,Inf,4.28937626334358,Inf,Inf,NA,Inf,Inf,NA,Inf,"240 Months"
"Large_Cap: 75%,  Fixed: 25%",75,Inf,4.3376943773689,Inf,Inf,NA,Inf,Inf,NA,Inf,"240 Months"
"Large_Cap: 76%,  Fixed: 24%",76,Inf,4.38613282221168,Inf,Inf,NA,Inf,Inf,NA,Inf,"240 Months"
"Large_Cap: 77%,  Fixed: 23%",77,Inf,4.43468765488731,Inf,Inf,NA,Inf,Inf,NA,Inf,"240 Months"
"Large_Cap: 78%,  Fixed: 22%",78,Inf,4.48335509394912,Inf,Inf,NA,Inf,Inf,NA,Inf,"240 Months"
"Large_Cap: 79%,  Fixed: 21%",79,Inf,4.53213151179129,Inf,Inf,NA,Inf,Inf,NA,Inf,"240 Months"
"Large_Cap: 80%,  Fixed: 20%",80,Inf,4.58101342735493,Inf,Inf,NA,Inf,Inf,NA,Inf,"240 Months"
"Large_Cap: 81%,  Fixed: 19%",81,Inf,4.62999749921563,Inf,Inf,NA,Inf,Inf,NA,Inf,"240 Months"
"Large_Cap: 82%,  Fixed: 18%",82,Inf,4.67908051903174,Inf,Inf,NA,Inf,Inf,NA,Inf,"240 Months"
"Large_Cap: 83%,  Fixed: 17%",83,Inf,4.72825940533343,Inf,Inf,NA,Inf,Inf,NA,Inf,"240 Months"
"Large_Cap: 84%,  Fixed: 16%",84,Inf,4.77753119763421,Inf,Inf,NA,Inf,Inf,NA,Inf,"240 Months"
"Large_Cap: 85%,  Fixed: 15%",85,Inf,4.82689305084696,Inf,Inf,NA,Inf,Inf,NA,Inf,"240 Months"
"Large_Cap: 86%,  Fixed: 14%",86,Inf,4.87634222998793,Inf,Inf,NA,Inf,Inf,NA,Inf,"240 Months"
"Large_Cap: 87%,  Fixed: 13%",87,Inf,4.92587610515277,Inf,Inf,NA,Inf,Inf,NA,Inf,"240 Months"
"Large_Cap: 88%,  Fixed: 12%",88,Inf,4.97549214674979,Inf,Inf,NA,Inf,Inf,NA,Inf,"240 Months"
"Large_Cap: 89%,  Fixed: 11%",89,Inf,5.02518792097619,Inf,Inf,NA,Inf,Inf,NA,Inf,"240 Months"
"Large_Cap: 90%,  Fixed: 10%",90,Inf,5.07496108552406,Inf,Inf,NA,Inf,Inf,NA,Inf,"240 Months"
"Large_Cap: 91%,  Fixed: 9%",91,Inf,5.12480938550348,Inf,Inf,NA,Inf,Inf,NA,Inf,"240 Months"
"Large_Cap: 92%,  Fixed: 8%",92,Inf,5.17473064957085,Inf,Inf,NA,Inf,Inf,NA,Inf,"240 Months"
"Large_Cap: 93%,  Fixed: 7%",93,Inf,5.22472278625132,Inf,Inf,NA,Inf,Inf,NA,Inf,"240 Months"
"Large_Cap: 94%,  Fixed: 6%",94,Inf,5.27478378044465,Inf,Inf,NA,Inf,Inf,NA,Inf,"240 Months"
"Large_Cap: 95%,  Fixed: 5%",95,Inf,5.3249116901046,Inf,Inf,NA,Inf,Inf,NA,Inf,"240 Months"
"Large_Cap: 96%,  Fixed: 4%",96,Inf,5.37510464308237,Inf,Inf,NA,Inf,Inf,NA,Inf,"240 Months"
"Large_Cap: 97%,  Fixed: 3%",97,Inf,5.42536083412533,Inf,Inf,NA,Inf,Inf,NA,Inf,"240 Months"
"Large_Cap: 98%,  Fixed: 2%",98,Inf,5.47567852202255,Inf,Inf,NA,Inf,Inf,NA,Inf,"240 Months"
"Large_Cap: 99%,  Fixed: 1%",99,Inf,5.52605602688928,Inf,Inf,NA,Inf,Inf,NA,Inf,"240 Months"
"Large_Cap: 100%,  Fixed: 0%",100,Inf,5.57649172758303,Inf,Inf,NA,Inf,Inf,NA,Inf,"240 Months"
