"Allocation","Num","mean","std","rrr","sharpe1","sharpe2","type"
"Large_Cap: 65%,  Fixed: 35%",65,5.28767969354404,3.86066995077821,1.36962748977757,1.35771121304728,1.32530297526362,"240 Months"
"Large_Cap: 66%,  Fixed: 34%",66,5.33007581880766,3.90769659703035,1.36399428319441,1.3521638390206,1.32004069450405,"240 Months"
"Large_Cap: 67%,  Fixed: 33%",67,5.37236430864283,3.95488783149987,1.3584112969913,1.34666671622489,1.31482494777439,"240 Months"
"Large_Cap: 68%,  Fixed: 32%",68,5.41454744399464,4.00223783210734,1.3528799814337,1.3412212226652,1.30965712011014,"240 Months"
"Large_Cap: 69%,  Fixed: 31%",69,5.45662742738734,4.04974102992516,1.34740157137608,1.33582852737195,1.30453839333743,"240 Months"
"Large_Cap: 70%,  Fixed: 30%",70,5.49860638651682,4.09739209667194,1.34197710562848,1.33048960926178,1.2994697642836,"240 Months"
"Large_Cap: 71%,  Fixed: 29%",71,5.54048637763631,4.14518593286024,1.33660744472644,1.32520527444112,1.29445206149062,"240 Months"
"Large_Cap: 72%,  Fixed: 28%",72,5.58226938874962,4.19311765656506,1.33129328722975,1.31997617207498,1.28948596054877,"240 Months"
"Large_Cap: 73%,  Fixed: 27%",73,5.6239573426248,4.24118259278179,1.32603518466675,1.3148028089348,1.28457199815949,"240 Months"
"Large_Cap: 74%,  Fixed: 26%",74,5.66555209964061,4.28937626334358,1.32083355523218,1.30968556273083,1.27971058502843,"240 Months"
"Large_Cap: 75%,  Fixed: 25%",75,5.70705546047668,4.3376943773689,1.31568869633881,1.30462469432669,1.27490201768249,"240 Months"
"Large_Cap: 76%,  Fixed: 24%",76,5.74846916865779,4.38613282221168,1.31060079611524,1.2996203589264,1.27014648929708,"240 Months"
"Large_Cap: 77%,  Fixed: 23%",77,5.7897949129616,4.43468765488731,1.30556994393526,1.29467261631719,1.26544409961397,"240 Months"
"Large_Cap: 78%,  Fixed: 22%",78,5.83103432969874,4.48335509394912,1.30059614005781,1.28978144024517,1.26079486402323,"240 Months"
"Large_Cap: 79%,  Fixed: 21%",79,5.87218900487332,4.53213151179129,1.29567930444992,1.28494672699449,1.25619872187754,"240 Months"
"Large_Cap: 80%,  Fixed: 20%",80,5.91326047623126,4.58101342735493,1.29081928485976,1.28016830323564,1.2516555441015,"240 Months"
"Large_Cap: 81%,  Fixed: 19%",81,5.95425023520365,4.62999749921563,1.2860158642013,1.27544593320268,1.24716514015371,"240 Months"
"Large_Cap: 82%,  Fixed: 18%",82,5.99515972875126,4.67908051903174,1.28126876730727,1.27077932525496,1.24272726439483,"240 Months"
"Large_Cap: 83%,  Fixed: 17%",83,6.0359903611166,4.72825940533343,1.27657766710263,1.26616813787401,1.23834162191042,"240 Months"
"Large_Cap: 84%,  Fixed: 16%",84,6.0767434954887,4.77753119763421,1.27194219024626,1.26161198514243,1.23400787383364,"240 Months"
"Large_Cap: 85%,  Fixed: 15%",85,6.11742045558606,4.82689305084696,1.26736192228511,1.25711044174773,1.22972564220897,"240 Months"
"Large_Cap: 86%,  Fixed: 14%",86,6.15802252716254,4.87634222998793,1.26283641236103,1.25266304755051,1.22549451443504,"240 Months"
"Large_Cap: 87%,  Fixed: 13%",87,6.19855095944055,4.92587610515277,1.25836517750751,1.24826931175313,1.22131404732139,"240 Months"
"Large_Cap: 88%,  Fixed: 12%",88,6.23900696647595,4.97549214674979,1.2539477065704,1.24392871670234,1.21718377079109,"240 Months"
"Large_Cap: 89%,  Fixed: 11%",89,6.27939172845832,5.02518792097619,1.24958346378388,1.23964072135615,1.21310319125874,"240 Months"
"Large_Cap: 90%,  Fixed: 10%",90,6.31970639295052,5.07496108552406,1.24527189203027,1.23540476444293,1.20907179471067,"240 Months"
"Large_Cap: 91%,  Fixed: 9%",91,6.35995207607067,5.12480938550348,1.24101241581024,1.23122026733867,1.20508904951234,"240 Months"
"Large_Cap: 92%,  Fixed: 8%",92,6.40012986361984,5.17473064957085,1.23680444394736,1.22708663668572,1.20115440896527,"240 Months"
"Large_Cap: 93%,  Fixed: 7%",93,6.44024081215858,5.22472278625132,1.23264737204926,1.22300326677461,1.1972673136348,"240 Months"
"Large_Cap: 94%,  Fixed: 6%",94,6.48028595003485,5.27478378044465,1.22854058474575,1.21896954170904,1.19342719346739,"240 Months"
"Large_Cap: 95%,  Fixed: 5%",95,6.52026627836606,5.3249116901046,1.22448345772247,1.21498483737196,1.18963346971528,"240 Months"
"Large_Cap: 96%,  Fixed: 4%",96,6.56018277197765,5.37510464308237,1.22047535956727,1.21104852320943,1.18588555668454,"240 Months"
"Large_Cap: 97%,  Fixed: 3%",97,6.60003638030061,5.42536083412533,1.21651565344495,1.20715996384779,1.18218286332114,"240 Months"
"Large_Cap: 98%,  Fixed: 2%",98,6.63982802822978,5.47567852202255,1.21260369861473,1.20331852055793,1.17852479464883,"240 Months"
"Large_Cap: 99%,  Fixed: 1%",99,6.67955861694547,5.52605602688928,1.20873885180377,1.19952355257954,1.17491075307103,"240 Months"
"Large_Cap: 100%,  Fixed: 0%",100,6.71922902469971,5.57649172758303,1.20492046844871,1.19577441831735,1.17134013954832,"240 Months"
