"Allocation","Num","mean","std","rrr","sharpe1","sharpe2","sharpe3","sharpe4","sharpe5","sharpe6","type"
"Large_Cap: 0%,  Fixed: 100%",0,0.78759315661688,0.569923949505263,1.38192675935196,1.31602627678961,-0.132200046828941,0.593048795850358,1.63824579921947,-0.129267981889977,0.882265781457561,"120 Months"
"Large_Cap: 1%,  Fixed: 99%",1,0.799835075132673,0.567244006079791,1.41003706792834,1.3438252386385,-0.111243227996071,0.617432051713744,1.67306635099855,-0.108475998836377,0.919369037230337,"120 Months"
"Large_Cap: 2%,  Fixed: 98%",2,0.812076993648465,0.564881091472227,1.43760696880822,1.3711181734436,-0.0900368883819276,0.641686461954769,1.70672185179438,-0.0875545879353844,0.955683721576467,"120 Months"
"Large_Cap: 3%,  Fixed: 97%",3,0.824318912164258,0.562839198553095,1.46457267774412,1.39784267138921,-0.068613233345209,0.665764695300277,1.73909062683466,-0.0665374824926521,0.991044752724492,"120 Months"
"Large_Cap: 4%,  Fixed: 96%",4,0.83656083068005,0.561121831876605,1.49087200525111,1.42393776537199,-0.0470063669812117,0.689619195085322,1.77005877934366,-0.0454591207853869,1.02529434861497,"120 Months"
"Large_Cap: 5%,  Fixed: 95%",5,0.848802749195842,0.559731978579799,1.51644498023768,1.44934453800185,-0.0252520505804083,0.713202603810898,1.79952201532536,-0.0243543660141466,1.05828537816722,"120 Months"
"Large_Cap: 6%,  Fixed: 94%",6,0.861044667711635,0.558672083011839,1.54123446274545,1.4740067196054,-0.00338742846890498,0.736468199479392,1.82738729948224,-0.00325821876500528,1.08988445018383,"120 Months"
"Large_Cap: 7%,  Fixed: 93%",7,0.873286586227427,0.557944025583526,1.56518673233233,1.49787126415977,0.0185492743401843,0.759370334950376,1.85357428364443,0.017794472505356,1.11997459198119,"120 Months"
"Large_Cap: 8%,  Fixed: 92%",8,0.88552850474322,0.55754910625661,1.58825203880007,1.52088889020065,0.0405190772602737,0.781864871120574,1.87801645777818,0.0387692973936297,1.14845739338766,"120 Months"
"Large_Cap: 9%,  Fixed: 91%",9,0.897770423259012,0.55748803300732,1.61038510264708,1.54301457436213,0.0624825857529091,0.803909594623753,1.90066198540715,0.05963256045134,1.17525452557666,"120 Months"
"Large_Cap: 10%,  Fixed: 90%",10,0.910012341774804,0.557760915501282,1.63154555380945,1.56420798630979,0.0844003425770422,0.825464610987505,1.92147419930049,0.0803515439526882,1.20030858480088,"120 Months"
"Large_Cap: 11%,  Fixed: 89%",11,0.922254260290597,0.558367264111103,1.65169829889434,1.58443385538147,0.106233181407251,0.846492704772974,1.94043174853777,0.10089475190479,1.22358325418646,"120 Months"
"Large_Cap: 12%,  Fixed: 88%",12,0.934496178806389,0.559305994297075,1.67081380914011,1.60366226118746,0.127942575451765,0.866959659138453,1.95752840343132,0.12123213130419,1.24506281793199,"120 Months"
"Large_Cap: 13%,  Fixed: 87%",13,0.946738097322182,0.560575436259913,1.68886832366166,1.62186884265189,0.149490973865853,0.886834528466883,1.97277253917958,0.14133526737992,1.26475109766251,"120 Months"
"Large_Cap: 14%,  Fixed: 86%",14,0.958980015837974,0.562173349666254,1.70584396504618,1.63903492239316,0.170842119187223,0.90608985912241,1.98618633157958,0.161177550372003,1.28266990747697,"120 Months"
"Large_Cap: 15%,  Fixed: 85%",15,0.971221934353766,0.564096943146825,1.72172876693106,1.65514754582619,0.191961339693291,0.924701854981498,1.99780470791636,0.180734312237239,1.29885714087896,"120 Months"
"Large_Cap: 16%,  Fixed: 84%",16,0.983463852869559,0.56634289817728,1.7365166157018,1.67019943680344,0.21281581145813,0.942650486041659,2.00767410282356,0.199982932514436,1.31336460912358,"120 Months"
"Large_Cap: 17%,  Fixed: 83%",17,0.995705771385351,0.568907396875555,1.75020711077721,1.68418887388574,0.23337478592141,0.959919540065857,2.01585107232908,0.218902913384993,1.32625574753744,"120 Months"
"Large_Cap: 18%,  Fixed: 82%",18,1.00794768990114,0.571786153189487,1.76280535000489,1.69711949334898,0.253609779918326,0.976496618797282,2.02240081959715,0.237475924702778,1.33760329589029,"120 Months"
"Large_Cap: 19%,  Fixed: 81%",19,1.02018960841694,0.574974446905578,1.77432164839227,1.7090000267126,0.273494726301025,0.992373081710419,2.02739568341997,0.255685820416639,1.34748704316664,"120 Months"
"Large_Cap: 20%,  Fixed: 80%",20,1.03243152693273,0.578467159884768,1.78477119969678,1.71984398186868,0.293006084452712,1.00754394149588,2.03091363582706,0.273518628353159,1.35599170842481,"120 Months"
"Large_Cap: 21%,  Fixed: 79%",21,1.04467344544852,0.582258813923462,1.7941736912648,1.72966927776668,0.312122911104611,1.02200771646926,2.03303682888544,0.290962515757141,1.36320500993199,"120 Months"
"Large_Cap: 22%,  Fixed: 78%",22,1.05691536396431,0.586343609646762,1.80255288294357,1.7384978430688,0.330826892870483,1.03576624582586,2.03385022349292,0.308007733299682,1.36921595611525,"120 Months"
"Large_Cap: 23%,  Fixed: 77%",23,1.06915728248011,0.59071546586429,1.80993616091598,1.74635518925259,0.349102342780155,1.04882447412666,2.03344032531144,0.3246465404615,1.37411337526073,"120 Months"
"Large_Cap: 24%,  Fixed: 76%",24,1.0813992009959,0.595368058854828,1.81635407696532,1.75326996834102,0.366936163800408,1.06119021160564,2.0318940454565,0.340873115289979,1.37798468703363,"120 Months"
"Large_Cap: 25%,  Fixed: 75%",25,1.09364111951169,0.60029486109203,1.8218398830238,1.75927352483789,0.384317782866893,1.07287387685374,2.02929769654963,0.356683451523347,1.38091490806105,"120 Months"
