"Allocation","Num","mean","std","rrr","sharpe1","sharpe2","sharpe3","sharpe4","type"
"Large_Cap: 84%,  Fixed: 16%",84,0.00765290202094948,0.0456620260300736,0.167598827435059,0.161528839410576,0.162054053999178,0.160365061829668,0.16089025457753,"Monthly"
"Large_Cap: 85%,  Fixed: 15%",85,0.00768106403783375,0.0461726717069476,0.166355200032273,0.160347149354044,0.160866643993026,0.159205523540698,0.159725182107598,"Monthly"
"Large_Cap: 86%,  Fixed: 14%",86,0.0077089295686148,0.0466839473350508,0.165130200179685,0.159182785506985,0.159696678790158,0.158062704217154,0.158576936578414,"Monthly"
"Large_Cap: 87%,  Fixed: 13%",87,0.00773649829919765,0.0471958324414754,0.163923336001991,0.15803529312348,0.158543700236808,0.156936170616178,0.157445081929418,"Monthly"
"Large_Cap: 88%,  Fixed: 12%",88,0.00776376991016692,0.0477083074080777,0.162734130216751,0.156904230759978,0.157407263600414,0.155825501921076,0.156329194609286,"Monthly"
"Large_Cap: 89%,  Fixed: 11%",89,0.00779074407675417,0.0482213534285513,0.161562119742192,0.155789169931638,0.156286937221446,0.154730289434656,0.155228863267142,"Monthly"
"Large_Cap: 90%,  Fixed: 10%",90,0.00781742046880618,0.0487349524679841,0.160406855304553,0.154689694766557,0.155182302163288,0.153650136269181,0.154143688440332,"Monthly"
"Large_Cap: 91%,  Fixed: 9%",91,0.00784379875075203,0.0492490872247383,0.159267901046743,0.153605401659661,0.154092951861924,0.152584657034643,0.153073282240556,"Monthly"
"Large_Cap: 92%,  Fixed: 8%",92,0.00786987858156873,0.0497637410945046,0.158144834139847,0.152535898927848,0.15301849177705,0.151533477527015,0.152017268039964,"Monthly"
"Large_Cap: 93%,  Fixed: 7%",93,0.00789565961474503,0.050278898136392,0.157037244398762,0.151480806467677,0.151958539045865,0.150496234417726,0.150975280158509,"Monthly"
"Large_Cap: 94%,  Fixed: 6%",94,0.00792114149824696,0.0507945430409239,0.15594473390311,0.150439755416758,0.150912722140701,0.149472574945581,0.149946963553744,"Monthly"
"Large_Cap: 95%,  Fixed: 5%",95,0.00794632387447969,0.0513106610998207,0.154866916624223,0.149412387819677,0.149880680531376,0.148462156611956,0.14893197351397,"Monthly"
"Large_Cap: 96%,  Fixed: 4%",96,0.00797120638024928,0.0518272381774568,0.153803418058972,0.148398356299358,0.148862064353045,0.147464646880213,0.147929975355563,"Monthly"
"Large_Cap: 97%,  Fixed: 3%",97,0.00799578864672479,0.0523442606838879,0.152753874871061,0.147397323734335,0.14785653408017,0.146479722879835,0.146940644125126,"Monthly"
"Large_Cap: 98%,  Fixed: 2%",98,0.00802007029939644,0.0528617155493518,0.151717934540147,0.146408962942554,0.146863760207128,0.145507071115931,0.145963664307035,"Monthly"
"Large_Cap: 99%,  Fixed: 1%",99,0.0080440509580364,0.0533795902001519,0.150695255019277,0.145432956372045,0.14588342293579,0.144546387184501,0.144998729536763,"Monthly"
"Large_Cap: 100%,  Fixed: 0%",100,0.00806773023665519,0.0538978725358387,0.149685504400766,0.14446899579881,0.144915211870448,0.143597375493831,0.144045542320379,"Monthly"
