Date,Folio 0/100,Folio 1/99,Folio 2/98,Folio 3/97,Folio 4/96,Folio 5/95,Folio 6/94,Folio 7/93,Folio 8/92,Folio 9/91,Folio 10/90,Folio 11/89,Folio 12/88,Folio 13/87,Folio 14/86,Folio 15/85,Folio 16/84,Folio 17/83,Folio 18/82,Folio 19/81,Folio 20/80,Folio 21/79,Folio 22/78,Folio 23/77,Folio 24/76,Folio 25/75,Folio 26/74,Folio 27/73,Folio 28/72,Folio 29/71,Folio 30/70,Folio 31/69,Folio 32/68,Folio 33/67,Folio 34/66,Folio 35/65,Folio 36/64,Folio 37/63,Folio 38/62,Folio 39/61,Folio 40/60,Folio 41/59,Folio 42/58,Folio 43/57,Folio 44/56,Folio 45/55,Folio 46/54,Folio 47/53,Folio 48/52,Folio 49/51,Folio 50/50,Folio 51/49,Folio 52/48,Folio 53/47,Folio 54/46,Folio 55/45,Folio 56/44,Folio 57/43,Folio 58/42,Folio 59/41,Folio 60/40,Folio 61/39,Folio 62/38,Folio 63/37,Folio 64/36,Folio 65/35,Folio 66/34,Folio 67/33,Folio 68/32,Folio 69/31,Folio 70/30,Folio 71/29,Folio 72/28,Folio 73/27,Folio 74/26,Folio 75/25,Folio 76/24,Folio 77/23,Folio 78/22,Folio 79/21,Folio 80/20,Folio 81/19,Folio 82/18,Folio 83/17,Folio 84/16,Folio 85/15,Folio 86/14,Folio 87/13,Folio 88/12,Folio 89/11,Folio 90/10,Folio 91/9,Folio 92/8,Folio 93/7,Folio 94/6,Folio 95/5,Folio 96/4,Folio 97/3,Folio 98/2,Folio 99/1,Folio 100/0
1942-04-01,0.932422821520468,0.972350008549614,1.01125854126153,1.048863706,1.08488985346098,1.11907923957518,1.15120050987011,1.18105621800634,1.20848882906493,1.23338478776361,1.25567641329248,1.27534158820313,1.29240140738198,1.30691611646373,1.3189797778531,1.32871414929623,1.33626224852027,1.34178202016679,1.34544043477245,1.34740825091577,1.34785557518948,1.34694827043926,1.34484519624238,1.34169621846846,1.337640895725,1.3328077366236,1.32731391951369,1.32126537204947,1.31475711857008,1.30787381631363,1.30069041515633,1.29327288867297,1.28567899614842,1.27795904538851,1.27015663469229,1.26230935922721,1.25444947245383,1.24660449738067,1.23879778550341,1.23104902349725,1.22337468926585,1.21578845995953,1.20830157518753,1.20092315896708,1.19366050405906,1.18651932229922,1.1795039643942,1.17261761244984,1.16586244826148,1.15923980014234,1.15275027080929,1.14639384859514,1.14017000401848,1.13407777351985,1.12811583196836,1.12228255535639,1.11657607493172,1.11099432386542,1.105535077419,1.10019598745505,1.09497461202957,1.08986844071098,1.08487491618899,1.07999145266422,1.07521545144661,1.07054431413544,1.0659754537055,1.06150630378189,1.05713432634934,1.05285701810965,1.04867191567327,1.04457659974648,1.04056869845475,1.03664588992413,1.03280590422675,1.02904652478238,1.02536558929603,1.02176099030084,1.0182306753663,1.01477264702406,1.01138496245635,1.00806573298618,1.00481312340298,1.00162535115304,0.998500685419897,0.995437446116339,0.992434002806853,0.989488773576486,0.986600223859954,0.983766865242777,0.980987254244492,0.978259991092519,0.975583718493906,0.972957120411079,0.970378920846727,0.967847882642099,0.965362806292245,0.96292252878111,0.960525922438815,0.95817189382301,0.955859382625745
1942-05-01,0.929116342153986,0.968615906684937,1.00712277913026,1.0443595416708,1.08005723866945,1.11396385784033,1.14585249757617,1.17552864385949,1.20283603271806,1.22766069218526,1.24993292541801,1.26962718888584,1.2867600074107,1.30138622485171,1.3135939967259,1.32349898100249,1.33123817825037,1.33696382294976,1.34083764924718,1.34302576260431,1.34369425735858,1.34300563907993,1.34111604546997,1.33817321238103,1.33431510153574,1.32966909120254,1.32435162716171,1.3184682354403,1.31211380752695,1.30537308068957,1.29832124882526,1.29102465175491,1.28354150229074,1.27592262036869,1.26821215191821,1.26044825697414,1.25266375695214,1.24488673518957,1.23714108799427,1.22944702573299,1.22182152510184,1.21427873480264,1.20683033752647,1.19948587152237,1.19225301518598,1.18513783810501,1.1781450218944,1.17127805398169,1.16453939728953,1.15793063852811,1.15145261756929,1.14510554013621,1.13888907581419,1.13280244317396,1.12684448359952,1.12101372523108,1.11530843826874,1.1097266827338,1.10426634965215,1.09892519650576,1.09370087769343,1.08859097064952,1.0835929981875,1.07870444756337,1.07392278669131,1.06924547788825,1.06466998947589,1.06019380552673,1.05581443400317,1.05152941350719,1.04733631882932,1.04323276546182,1.0392164132189,1.03528496908873,1.0314361894255,1.02766788157566,1.0239779050202,1.02036417210403,1.01682464841436,1.01335735286138,1.00996035750812,1.00663178718942,1.00336981895521,1.00017268136823,0.997038653682264,0.993966064923601,0.990953292895063,0.987998763119447,0.985100947736775,0.9822583643677,0.97946957495367,0.976733184582872,0.974047840309628,0.971412229973752,0.968825081025356,0.966285159359701,0.96379126816592,0.961342246792795,0.958936969634153,0.956574345035992,0.954253314226992
1942-06-01,0.925624366661722,0.964630920924077,1.00268243760191,1.0395104116678,1.07485388134871,1.10846746613051,1.14012915438273,1.16964730380722,1.19686636033667,1.2216709039794,1.24398778026959,1.26378625150737,1.28107627684733,1.29590518003988,1.30835307018908,1.31852743549855,1.32655733348644,1.33258756216798,1.33677312842923,1.3392742466721,1.34025201570549,1.33986484450992,1.33826563387866,1.33559967352669,1.33200318285321,1.32760240618813,1.32251316720862,1.31684078923662,1.31068029551691,1.30411681399596,1.29722612279686,1.29007528426461,1.28272332634282,1.27522193969292,1.26761616719566,1.259945069267,1.2522423538724,1.24453696438341,1.23685362166432,1.22921331917748,1.22163377161714,1.21412981876628,1.2067137870421,1.1993958116534,1.19218412252066,1.18508529717015,1.17810448375871,1.17124559725337,1.16451149160919,1.1579041105805,1.15142461958043,1.14507352078211,1.13885075343965,1.13275578120173,1.12678766799998,1.12094514391742,1.11522666228199,1.10963044908441,1.10415454568906,1.09879684568973,1.09355512665819,1.08842707744127,1.08341032158083,1.07850243735914,1.07370097490891,1.06900347077201,1.06440746024177,1.05991048778174,1.05551011577583,1.05120393183268,1.04698955483812,1.04286463992516,1.03882688250864,1.0348740215132,1.03100384190633,1.02721417663397,1.02350290804335,1.01986796886699,1.01630734283191,1.01281906495006,1.00940122153819,1.00605195000957,1.00276943847394,0.999551925177523,0.996397697810543,0.99330509270601,0.990272493950436,0.987298332424171,0.984381084786727,0.981519272420251,0.978711460342471,0.975956256098829,0.973252308642064,0.970598307206326,0.967992980181774,0.965435093994744,0.962923451997688,0.960456893372458,0.958034292049834,0.955654555647704,0.953316624429829
1942-07-01,0.922326867035948,0.96088011514485,0.998509846604526,1.03495467040551,1.069959970274,1.10328560122858,1.13471338756505,1.16405391535972,1.19115214711604,1.21589147747854,1.23819598580826,1.25803080429994,1.27540068540048,1.29034699655736,1.30294347618722,1.3132911429064,1.32151276010122,1.32774722687521,1.33214420601679,1.33485922320205,1.33604939147158,1.33586984065969,1.33447086906319,1.33199578708678,1.32857939014118,1.3243469791565,1.3194138392069,1.31388508711255,1.30785580482642,1.3014113846572,1.29462802315725,1.28757331154327,1.28030688097932,1.27288107044956,1.26534159305103,1.25772818329534,1.25007521348442,1.24241227154737,1.23476469604992,1.22715406657643,1.21959864949334,1.2121138003692,1.20471232517143,1.19740480288286,1.19019987246338,1.18310448719046,1.17612413939553,1.16926305851324,1.16252438520538,1.15591032413377,1.1494222777526,1.1430609632822,1.13682651482056,1.13071857235215,1.12473635922786,1.11887874951817,1.11314432648419,1.10753143326783,1.10203821677366,1.09666266559888,1.09140264276485,1.08625591391178,1.08122017153678,1.07629305578368,1.07147217222978,1.06675510705883,1.06213943996072,1.05762275505529,1.05320265010014,1.04887674420936,1.04464268428109,1.04049815030676,1.03644085971287,1.03246857086653,1.02857908585974,1.02477025267198,1.02103996679847,1.01738617241984,1.0138068631793,1.01030008262483,1.00686392436647,1.00349653199217,1.00019609878012,0.996960867240327,0.993789128514066,0.990679221655818,0.987629532819192,0.984638494365323,0.981704583909771,0.978826323321697,0.976002277687225,0.973231054247164,0.970511301317866,0.967841707202644,0.965220999100147,0.962647942015049,0.960121337675606,0.957640023461895,0.955202871347904,0.952808786860096,0.950456708054582
1942-08-01,0.918911452423939,0.957029025613009,0.994256052637168,1.03033825300449,1.06502733958586,1.0980883743011,1.12930697596103,1.15849590303246,1.18550056111129,1.21020306499843,1.23252460912987,1.2524260504477,1.269906762951,1.28500196163625,1.29777879827908,1.30833159278863,1.31677658011406,1.32324652942611,1.32788553979061,1.33084424697765,1.33227560102461,1.33233130304561,1.33115892884413,1.32889971937459,1.32568698469276,1.32164504761796,1.31688864374576,1.31152269313649,1.30564236345001,1.29933335230739,1.29267232648449,1.28572746588964,1.27855907027419,1.27122019573674,1.26375729603661,1.25621085044009,1.24861596531521,1.24100294106938,1.23339779942808,1.22582276863027,1.21829672601498,1.21083559882515,1.20345272497729,1.19615917613697,1.18896404578193,1.18187470509244,1.17489702953421,1.16803559893324,1.16129387371455,1.15467434981208,1.14817869457094,1.14180786576874,1.13556221568833,1.12944158198569,1.12344536691769,1.1175726063277,1.11182202963271,1.10619211191549,1.10068111909772,1.09528714705594,1.09000815543917,1.0848419968562,1.07978644201907,1.07483920135758,1.06999794355612,1.06526031140823,1.06062393533499,1.05608644487014,1.05164547837669,1.04729869122672,1.04304376264656,1.0388784014042,1.03480035049338,1.03080739094907,1.02689734491208,1.02306807804549,1.0193175013926,1.01564357275435,1.01204429765458,1.00851772995248,1.00506197215382,1.00167517546632,0.998355539638115,0.995101312613652,0.991910790036504,0.988782314625006,0.985714275442967,0.982705107084867,0.979753288792298,0.976857343516128,0.974015836936907,0.97122737645426,0.96849061015453,0.965804225764591,0.96316694959859,0.960577545503398,0.958034813807637,0.955537590278405,0.953084745089154,0.950675181801584,0.948307836363932
1942-09-01,0.912695643805964,0.950412325428436,0.987256148921647,1.02297826253382,1.05733554245144,1.09009771302976,1.12105433328836,1.15002119246002,1.17684568189805,1.20141078561983,1.22363744862267,1.2434852247671,1.26095125413249,1.27606775293136,1.28889830095887,1.29953327255809,1.30808477527361,1.31468144058451,1.31946336279857,1.32257741679228,1.3241731138648,1.32439908657758,1.32340023428161,1.32131551439909,1.31827633128377,1.3144054537265,1.30981638194403,1.30461308279446,1.29889001561161,1.29273237832734,1.28621651274728,1.27941041768603,1.27237432827622,1.26516132859621,1.25781797252319,1.25038489430385,1.24289739575868,1.23538600138447,1.22787697602015,1.22039280233319,1.21295261730663,1.20557260828887,1.19826637012204,1.19104522548803,1.18391851098187,1.1768938316074,1.16997728643916,1.16317366814943,1.15648663899007,1.14991888566888,1.14347225538721,1.13714787512164,1.13094625604699,1.12486738481664,1.118910803243,1.1130756777591,1.10736085989184,1.10176493884049,1.09628628712892,1.09092310018795,1.08567343062282,1.08053521783119,1.07550631355647,1.07058450389052,1.06576752817659,1.06105309520811,1.05643889706974,1.05192262092433,1.04750195901133,1.04317461708918,1.03893832152502,1.03479082520947,1.03072991245188,1.02675340299192,1.0228591552462,1.01904506889346,1.01530908688895,1.01164919698702,1.0080634328408,1.00454987473925,1.00110665003401,0.997731933301784,0.994423946282123,0.991180957625335,0.98800128248072,0.984883281951369,0.981825362438385,0.97882597489428,0.975883614002756,0.972996817299697,0.970164164248233,0.967384275278942,0.964655810804742,0.961977470218648,0.959347990881432,0.956766147105147,0.954230749137637,0.951740642152318,0.949294705246879,0.946891850453925,0.944531021766091
1942-10-01,0.910742761537961,0.948083579273884,0.984559649402927,1.01992595324297,1.05394305556549,1.08638406863039,1.11704149182956,1.14573348264731,1.17230913741839,1.1966524319395,1.2186845843198,1.23836474022311,1.25568902433685,1.27068813181277,1.28342373360533,1.29398403054931,1.30247881049798,1.30903434527984,1.31378841855932,1.31688571288668,1.31847371502733,1.31869923192928,1.31770555157934,1.31563023687774,1.31260350749787,1.3087471437162,1.30417383556664,1.29898689809901,1.29328027668648,1.28713877316187,1.28063843238437,1.27384703837886,1.26682467857049,1.25962434330379,1.25229253548685,1.24486987171748,1.23739166163421,1.22988845656797,1.22238656197085,1.21490851069948,1.2074734961689,1.20009776579204,1.19279497609293,1.1855765115222,1.17845176939151,1.17142841354351,1.16451259943637,1.15770917328855,1.15102184782978,1.14445335706284,1.13800559227441,1.13167972135531,1.12547629330933,1.11939532965259,1.11343640423532,1.10759871285828,1.10188113390829,1.09628228110116,1.09080054929705,1.08543415424202,1.08018116698889,1.07503954366157,1.07000715114683,1.06508178922727,1.06026120960608,1.05554313221917,1.05092525918158,1.04640528667166,1.04198091501933,1.03764985723108,1.0334098461556,1.02925864046812,1.02519402962949,1.02121383795603,1.0173159279194,1.01349820278048,1.00975860864807,1.00609513604189,1.00250582102917,0.998988745995164,0.995542040100556,0.992163879471586,0.9888524871631,0.98560613292941,0.982423132833387,0.979301848720218,0.976240687578841,0.973238100810989,0.97029258342516,0.967402673170504,0.964566949623583,0.961784033239192,0.959052584374873,0.956371302297419,0.953738924178437,0.951154224085064,0.948616011970976,0.946123132672062,0.943674464910463,0.941268920310043,0.938905442425874
1942-11-01,0.909311418149821,0.946352369092637,0.982546749872713,1.01765301361851,1.0514347243206,1.08366736547271,1.11414505518465,1.14268673628777,1.16914142852874,1.19339219587005,1.21535858806137,1.2349974477602,1.25230211398044,1.2673001804465,1.28005006771374,1.29063673085265,1.29916684730521,1.30576381586614,1.3105628558717,1.31370643606856,1.31534019574044,1.31560945528615,1.31465635582862,1.312617621148,1.30962290146469,1.30579363678125,1.30124236595982,1.29607240428382,1.29037781467993,1.2842436040193,1.27774608429287,1.27095334768569,1.26392581375557,1.25671681547656,1.24937319851101,1.2419359145881,1.234440595278,1.22691809682677,1.21939501016755,1.21189413287717,1.20443490183545,1.19703378679014,1.18970464604363,1.18245904615348,1.17530654795633,1.16825496144912,1.1613105721444,1.15447834149866,1.14776208392635,1.14116462278056,1.13468792752274,1.12833323413227,1.12210115062953,1.11599174941251,1.11000464793939,1.10413907913124,1.09839395272268,1.09276790865274,1.08725936346545,1.08186655057837,1.07658755517695,1.07142034440326,1.06636279342765,1.06141270792081,1.05656784338115,1.05182592171639,1.04718464542952,1.04264170971591,1.03819481274039,1.03384166432966,1.02957999328601,1.02540755350273,1.02132212903878,1.01732153829075,1.01340363738258,1.00956632287848,1.00580753391112,1.00212525380553,0.998517511268989,0.994982381208129,0.991517985226939,0.988122491852206,0.984794116527175,0.981531121408872,0.978331814999974,0.975194551642107,0.972117730893937,0.969099796814335,0.966139237168243,0.963234582570474,0.960384405580658,0.957587319760719,0.954841978704712,0.95214707504947,0.949501339473292,0.946903539688876,0.944352479435773,0.941846997476823,0.939385966602366,0.936968292645382,0.934592913510195
1942-12-01,0.908825702398447,0.945641838245476,0.981617511904259,1.01651266457959,1.05009215761157,1.08213252647723,1.11242865492246,1.14079994178034,1.1670955497707,1.19119838927993,1.21302759404185,1.2325393759077,1.24972628422057,1.26461502275581,1.27726307790742,1.28775447578338,1.29619501007743,1.30270727039138,1.30742576011496,1.31049233435439,1.31205212213575,1.31225003200529,1.31122788253306,1.30912215274041,1.30606231339583,1.3021696779598,1.29755670009258,1.2923266409213,1.28657353145911,1.28038236164047,1.27382943569778,1.26698284276278,1.25990300072202,1.25264323989931,1.245250400748,1.23776542626513,1.23022393527241,1.22265676710698,1.21509049173736,1.20754788199391,1.20004834660876,1.19260832422068,1.18524163952611,1.17795982344315,1.17077239958094,1.16368713953692,1.15671028963208,1.14984677167991,1.14310036030075,1.13647383916309,1.12996913837659,1.12358745508959,1.11732935916841,1.1111948856612,1.10518361558204,1.09929474639268,1.0935271534123,1.08787944325063,1.08235000023605,1.07693702669919,1.071638577872,1.06645259207241,1.06137691676467,1.05640933101437,1.05154756479392,1.04678931553856,1.04213226230392,1.03757407783256,1.03311243879887,1.0287450344684,1.02446957397787,1.02028379241659,1.01618545586736,1.01217236554475,1.00824236115192,1.00439332356107,1.00062317691006,0.99692989019562,0.993311478433446,0.989766003446565,0.986291574335573,0.982886347677392,0.979548527493286,0.976276365021586,0.973068158326003,0.969922251766389,0.966837035355285,0.963810944020523,0.960842456791467,0.957930095924107,0.955072425978177,0.952268052857653,0.949515622824435,0.946813821493608,0.944161372817503,0.941557038064721,0.938999614799352,0.93648793586484,0.934020868376236,0.93159731272398,0.929216201591812
1943-01-01,0.908868191592714,0.945451076978918,0.981182972526417,1.0158224799238,1.04913327604655,1.08089097050466,1.11088987798214,1.13894926748598,1.16491866821133,1.18868187782899,1.2101594265374,1.22930938471648,1.24612654443995,1.26064013580418,1.27291034167676,1.28302393886551,1.29108941694405,1.2972319117876,1.30158824777311,1.30430232137864,1.30552099034805,1.30539056571014,1.30405394516799,1.30164837931923,1.29830382800647,1.29414184219791,1.28927489540963,1.28380608554032,1.27782913077109,1.27142858979434,1.2646802453554,1.2576515996174,1.2504024392826,1.24298543714418,1.23544676448052,1.22782669530922,1.22016018898501,1.21247744203086,1.20480440355044,1.19716325121937,1.18957282682712,1.18204903176805,1.17460518387211,1.16725233761963,1.15999957018086,1.15285423592511,1.14582219210946,1.13890799842305,1.13211509296249,1.12544594707042,1.11890220130058,1.1124847845921,1.10619401855209,1.10002970856569,1.09399122328017,1.08807756384828,1.08228742416545,1.07661924319848,1.07107125037796,1.06564150491386,1.06032792979279,1.05512834112436,1.05004047342414,1.04506200134881,1.0401905583361,1.03542375254633,1.03075918045295,1.02619443838651,1.02172713229827,1.01735488597616,1.01307534791702,1.00888619703268,1.00478514734556,1.00076995180954,0.996838405374571,0.99298834739861,0.989217663497132,0.985524286909011,0.981906199447488,0.978361432096091,0.974888065301699,0.971484229010203,0.968148102484289,0.964877913937775,0.961671940016393,0.958528505150969,0.955445980805551,0.952422784639988,0.949457379603851,0.946548272976308,0.943694015364519,0.940893199671409,0.938144460042116,0.935446470797087,0.932797945358625,0.930197635176686,0.92764432865882,0.925136850108385,0.92267405867451,0.920254847316659,0.917878141786181
1943-02-01,0.908668018536194,0.944966326149959,0.980398102946547,1.01472142382656,1.04769979577508,1.07910908926872,1.10874436492631,1.13642614973688,1.16200573720802,1.18536915534943,1.20643955791871,1.22517793264094,1.24158216547082,1.25568463227435,1.26754859204712,1.27726371889433,1.28494113093557,1.29070825731006,1.29470383854734,1.29707329192612,1.29796460308153,1.29752483716016,1.29589730362588,1.29321936187151,1.2896208211037,1.28522286674857,1.28013743498707,1.27446695461281,1.26830437882395,1.26173343669294,1.25482904317458,1.24765781632252,1.24027865999114,1.23274337914571,1.22509730268812,1.21737989531373,1.20962534535878,1.20186311996063,1.19411848226391,1.18641296800207,1.17876482070757,1.17118938618335,1.16369946781786,1.15630564494225,1.149016556793,1.14183915482079,1.13477892612896,1.12784009077307,1.12102577553791,1.11433816665288,1.10777864372907,1.10134789701339,1.09504602986575,1.08887264818155,1.08282693830589,1.07690773482203,1.07111357944497,1.06544277211249,1.05989341524004,1.05446345199307,1.04915069932869,1.04395287646805,1.03886762938068,1.03389255179061,1.0290252031512,1.02426312398019,1.01960384889749,1.01504491766543,1.01058388449348,1.00621832583629,1.00194584688505,0.997764086926727,0.993670723723706,0.989663477046656,0.985740111476762,0.981898438578441,0.978136318530748,0.974451661294345,0.970842427380973,0.967306628283754,0.963842326619045,0.960447636023993,0.957120720848164,0.953859795672556,0.950663124684949,0.947529020936648,0.944455845502362,0.941442006561993,0.938485958420588,0.935586200480423,0.932741276177282,0.929949771891273,0.927210315841024,0.924521576968838,0.921882263823231,0.919291123444313,0.916746940256597,0.914248534973091,0.911794763513891,0.909384515941894,0.907016715417803
1943-03-01,0.909100456630221,0.94517242095349,0.980360975051148,1.01442313109829,1.04712171309603,1.07823238354139,1.10755054425044,1.13489765609639,1.16012654514008,1.18312533619056,1.20381977098516,1.22217381094356,1.23818857334396,1.25189978409893,1.26337403332197,1.27270418164555,1.28000428366098,1.28540437471796,1.28904541822353,1.29107464416632,1.29164143715397,1.29089386301036,1.28897586324682,1.28602509983943,1.28217139954141,1.2775357264624,1.27222960182008,1.266354888142,1.2600038593143,1.25325948557975,1.24619587214606,1.23887880019056,1.23136632886371,1.22370942586178,1.21595260198061,1.20813453168128,1.20028864712073,1.19244369742448,1.18462426833857,1.17685125994159,1.16914232196841,1.16151224762775,1.15397332770033,1.1465356672821,1.13920746786811,1.13199527762138,1.12490421269072,1.11793815237001,1.11109991076042,1.10439138742979,1.09781369937519,1.09136729639909,1.08505206181484,1.07886740020773,1.07281231379972,1.06688546879887,1.06108525296121,1.05540982545303,1.049857159975,1.04442508199571,1.03911130084091,1.03391343729381,1.02882904728186,1.02385564215397,1.01899070598997,1.01423171032842,1.00957612665051,1.00502143691539,1.00056514240442,0.996204771099688,0.991937883792863,0.98776207909591,0.983674997502953,0.979674324633511,0.975757793770624,0.971923187792712,0.968168340585266,0.964491138007343,0.960889518478051,0.957361473239775,0.953905046347443,0.950518334426648,0.947199486237841,0.943946702078824,0.940758233053503,0.937632380231091,0.934567493716694,0.931561971651318,0.928614259156885,0.925722847239642,0.922886271663462,0.920103111802876,0.917371989484258,0.914691567822296,0.912060550057825,0.909477678402117,0.906941732891936,0.904451530258907,0.902005922816161,0.899603797364654,0.897244074121119
1943-04-01,0.910162592254704,0.946104879657448,0.98115255407958,1.01506121953961,1.04759248970688,1.07852111073457,1.10764194889069,1.13477637828544,1.15977762807137,1.18253472476661,1.20297478516569,1.2210635620464,1.23680429736203,1.25023507452907,1.26142496566638,1.27046933122792,1.27748464650177,1.28260320714895,1.28596801437105,1.28772807149756,1.28803424936743,1.28703580722258,1.28487759527575,1.28169791793424,1.2776270035642,1.27278600655813,1.26728645816165,1.26123008145311,1.25470889052817,1.24780550212127,1.24059359784121,1.23313848562235,1.22549771902355,1.21772174212045,1.20985453566588,1.20193424685679,1.19399379048214,1.18606141354247,1.17816121877112,1.17031364500253,1.16253590417198,1.15484237602981,1.14724496252722,1.13975340438051,1.13237556262631,1.12511766810806,1.11798454183401,1.11097978906043,1.1041059698094,1.09736474835222,1.09075702399264,1.08428304528142,1.07794250959296,1.07173464980126,1.06565830961015,1.05971200892343,1.05389400048478,1.04820231887604,1.04263482283479,1.03718923173734,1.03186315699134,1.02665412899098,1.02155962020734,1.01657706491527,1.01170387599538,1.00693745919459,1.00227522518006,0.997714599679198,0.993253031960535,0.988888001878413,0.984617025675289,0.980437660710906,0.97634750926566,0.9723442215465,0.968425498007135,0.964589091079768,0.960832806403007,0.957154503619527,0.953552096807436,0.950023554600942,0.946566900048556,0.943180210250701,0.939861615813031,0.936609300146899,0.933421498644188,0.930296497750019,0.927232633953638,0.924228292714984,0.921281907341969,0.918391957831414,0.915556969684694,0.912775512707538,0.910046199802041,0.9073676857577,0.904738666047236,0.902157875632041,0.89962408778127,0.897136112907939,0.894692797424742,0.892293022621811,0.889935703568195
1943-05-01,0.91033539479373,0.946038459138697,0.980824932677342,1.01445057614506,1.04667779552779,1.07728280415818,1.10606260893043,1.13284135183904,1.15747556702238,1.17985799494375,1.19991971970024,1.21763054527947,1.23299768017312,1.24606293570757,1.25689874497693,1.26560336700798,1.27229565360949,1.2771097301808,1.2801898871191,1.28168590769258,1.28174898294235,1.28052829355578,1.27816827880382,1.27480656655192,1.27057250650564,1.26558622994599,1.2599581509682,1.25378882403404,1.24716907794421,1.24018035494995,1.23289519393106,1.22537780711745,1.21768470989245,1.2098653722932,1.20196286867635,1.19401450858529,1.18605243718766,1.17810419786776,1.17019325280507,1.16233945980279,1.15455950539941,1.14686729553493,1.1392743058696,1.13178989436342,1.12442157899939,1.11717528363735,1.11005555496677,1.10306575342634,1.09620822080402,1.08948442704519,1.08289509859515,1.07644033039575,1.07011968345339,1.06393226970092,1.05787682569347,1.05195177650876,1.04615529106742,1.04048532994814,1.03493968664544,1.02951602310454,1.02421190026595,1.01902480426295,1.01395216883504,1.00899139445044,1.00413986456845,0.99939495941836,0.994754067623683,0.990214595958449,0.985773977485924,0.981429678297784,0.977179203043873,0.973020099418104,0.968949961744715,0.964966433790386,0.961067210911459,0.95725004163126,0.953512728730153,0.949853129920119,0.946269158166249,0.942758781709306,0.939320023836337,0.935950962440101,0.932649729402586,0.929414509833187,0.926243541187952,0.923135112292692,0.920087562289644,0.917099279524603,0.914168700389066,0.911294308129867,0.908474631636958,0.905708244218432,0.902993762370508,0.900329844549006,0.89771518994783,0.895148537289039,0.892628663628355,0.890154383179254,0.887724546158199,0.885338037653104,0.882993776516641
1943-06-01,0.907070113758787,0.942365550962262,0.976722781213373,1.00990075264878,1.04166588849434,1.07179915574202,1.10010290065152,1.1264069903562,1.15057383524399,1.17250195300511,1.1921278617679,1.20942623871659,1.22440843048391,1.23711953180864,1.24763434377378,1.25605257421623,1.2624936504482,1.26709148475315,1.26998947691049,1.27133596737624,1.27128028087333,1.26996943172297,1.26754550488138,1.26414368295468,1.25989085967291,1.25490476299985,1.24929350394332,1.24315546762365,1.23657946880084,1.22964510275578,1.22242323253132,1.21497656388381,1.20736026909649,1.1996226296088,1.1918056750045,1.18394580223046,1.17607436404449,1.16821821973441,1.16040024425818,1.15263979427825,1.14495313124815,1.13735380288595,1.12985298514915,1.12245978730468,1.1151815229409,1.10802394985871,1.10099148175333,1.0940873744942,1.08731388965623,1.08067243777145,1.07416370357146,1.06778775528918,1.06154413988923,1.05543196590682,1.04944997539615,1.04359660632425,1.0378700465952,1.03226828075204,1.02678913028051,1.02143028832766,1.01618934954982,1.01106383571691,1.006051217622,1.00114893377708,0.996354406315303,0.991665054467005,0.987078305930329,0.982591606416359,0.978202427612998,0.973908273780516,0.969706687164365,0.965595252386986,0.961571599959437,0.95763340903549,0.953778409514926,0.950004383588902,0.946309166808156,0.942690648744262,0.939146773304947,0.935675538756452,0.932274997498916,0.928943255634656,0.925678472363912,0.92247885923796,0.919342679295468,0.916268246104438,0.913253922729009,0.910298120637717,0.907399298567466,0.904555961355442,0.901766658749443,0.899029984205524,0.896344573680559,0.893709104426125,0.891122293789111,0.888582898023597,0.886089711117735,0.883641563638772,0.881237321598708,0.878875885342665,0.876556188461544
1943-07-01,0.906203313679092,0.941162065532604,0.97515790337284,1.00795163375679,1.03931235537883,1.06902449109413,1.0968945322086,1.12275703752579,1.14647947126966,1.16796555550846,1.18715694257758,1.20403316275411,1.2186099504778,1.23093617857405,1.24108971939796,1.24917259741728,1.25530580022874,1.25962408150425,1.2622710308811,1.26339461442584,1.26314331591746,1.26166294212153,1.25909409966231,1.25557030932192,1.25121669557648,1.24614917336197,1.24047404808717,1.23428794619695,1.22767799971803,1.22072221715765,1.21348998329732,1.2060426407072,1.19843411547213,1.19071155824853,1.18291597917506,1.17508286130822,1.16724274221638,1.15942175726534,1.15164214111429,1.14392268616476,1.13627915830945,1.12872467144135,1.12127002291548,1.11392399259815,1.10669360836515,1.09958438098192,1.09260051125972,1.08574507226981,1.07902016923786,1.07242707955445,1.06596637513807,1.05963802918524,1.05344150914513,1.04737585756793,1.04143976229965,1.03563161733355,1.02994957547905,1.02439159387436,1.01895547324749,1.01363889172147,1.00843943386299,1.00335461558745,0.998381905457681,0.993518742846119,0.98876255337152,0.984110761969032,0.979560803907163,0.975110134025062,0.970756234428683,0.966496620853763,0.962328847876843,0.958250513132207,0.954259260672214,0.950352783590708,0.946528826013657,0.942785184547629,0.939119709264866,0.935530304293453,0.932014928072051,0.928571593320844,0.925198366773503,0.921893368709032,0.918654772317135,0.915480802926246,0.912369737119389,0.909319901759625,0.906329672943805,0.903397474900787,0.900521778847938,0.89770110181783,0.894934005465254,0.892219094863205,0.889555017295194,0.886940461050071,0.884374154224611,0.881854863538197,0.879381393163256,0.876952583574406,0.874567310418751,0.872224483409267,0.869923045242812
