"Allocation","Num","mean","std","rrr","sharpe1","sharpe2","sharpe3","sharpe4","type"
"Large_Cap: 0%,  Fixed: 100%",0,4.38227634246182,4.2291455197404,1.03620845440448,1.04264456483473,0.981784584257562,1.13045534585786,1.30536245284601,"360 Months"
"Large_Cap: 1%,  Fixed: 99%",1,4.64723495477432,4.20131273195267,1.1061387835831,1.10897921874157,1.04240780773075,1.20257998985506,1.38708603460108,"360 Months"
"Large_Cap: 2%,  Fixed: 98%",2,4.90060773029635,4.17553844483345,1.17364689489569,1.17345921654906,1.10184458937151,1.27260276730117,1.46678522714083,"360 Months"
"Large_Cap: 3%,  Fixed: 97%",3,5.14485067835103,4.15186099538314,1.2391673719501,1.23636339217713,1.16022740895056,1.34080171563302,1.54451423115031,"360 Months"
"Large_Cap: 4%,  Fixed: 96%",4,5.38167995538447,4.13031644475006,1.30297037221567,1.2978628855459,1.2176294468245,1.40733879864823,1.6202518860222,"360 Months"
"Large_Cap: 5%,  Fixed: 95%",5,5.61234969046321,4.11093832727381,1.36522351922148,1.35805888277936,1.27408351699206,1.47230098755081,1.69392870356845,"360 Months"
"Large_Cap: 6%,  Fixed: 94%",6,5.83780849848209,4.09375740800699,1.42602697635769,1.41700509330075,1.32959403454558,1.53572488978397,1.7654449410446,"360 Months"
"Large_Cap: 7%,  Fixed: 93%",7,6.05879381889364,4.07880145246891,1.48543484881477,1.47472206357286,1.38414506380474,1.5976125802446,1.83468357572326,"360 Months"
"Large_Cap: 8%,  Fixed: 92%",8,6.27589185559644,4.06609501239213,1.54346906220085,1.53120682302521,1.43770603078898,1.65794239590749,1.90152013143206,"360 Months"
"Large_Cap: 9%,  Fixed: 91%",9,6.4895773099317,4.05565923112691,1.60012884221747,1.58643971179427,1.49023597462201,1.71667667697572,1.96583038473616,"360 Months"
"Large_Cap: 10%,  Fixed: 90%",10,6.70024065477883,4.04751167216808,1.65539748800521,1.64038942504626,1.54168684351953,1.77376755780592,2.02749650590521,"360 Months"
"Large_Cap: 11%,  Fixed: 89%",11,6.90820741312388,4.04166617396044,1.70924740336843,1.69301687840103,1.5920061377997,1.82916144690379,2.08641193996573,"360 Months"
"Large_Cap: 12%,  Fixed: 88%",12,7.11375212949621,4.03813273373008,1.7616439573855,1.74427825963954,1.64113908518019,1.88280257810072,2.14248520130937,"360 Months"
"Large_Cap: 13%,  Fixed: 87%",13,7.31710871569422,4.03691742258817,1.81254852396833,1.79412749302024,1.68903046359726,1.93463586693585,2.19564268936347,"360 Months"
"Large_Cap: 14%,  Fixed: 86%",14,7.51847825692687,4.03802233357575,1.861920919657,1.84251825928033,1.73562614384983,1.98460921875872,2.24583060464745,"360 Months"
"Large_Cap: 15%,  Fixed: 85%",15,7.71803499989526,4.04144556368194,1.90972138020431,1.88940566330117,1.78087439768445,2.03267538269167,2.29301603779409,"360 Months"
"Large_Cap: 16%,  Fixed: 84%",16,7.91593101404756,4.0471812301946,1.95591216795274,1.9347476096398,1.82472700036016,2.07879341433633,2.33718730862696,"360 Months"
"Large_Cap: 17%,  Fixed: 83%",17,8.11229986779497,4.055219521057,2.00045887175067,1.97850592634534,1.86714014664539,2.12292979188315,2.37835364152356,"360 Months"
"Large_Cap: 18%,  Fixed: 82%",18,8.307259562143,4.06554677822936,2.04333144231119,2.02064726533792,1.90807519337165,2.16505922019997,2.41654427271128,"360 Months"
"Large_Cap: 19%,  Fixed: 81%",19,8.50091489673919,4.07814561241598,2.08450499434302,2.061143800437,1.94749923866534,2.2051651524492,2.45180709212745,"360 Months"
"Large_Cap: 20%,  Fixed: 80%",20,8.69335939664516,4.09299504693708,2.12396039989119,2.09997374015745,1.98538554683236,2.24324005679412,2.4842069255502,"360 Months"
"Large_Cap: 21%,  Fixed: 79%",21,8.8846768952513,4.11007068802015,2.16168469344042,2.13712167049094,2.02171382790381,2.27928545544169,2.51382356135696,"360 Months"
"Large_Cap: 22%,  Fixed: 78%",22,9.07494284521816,4.12934491837151,2.19767130734069,2.17257874226623,2.05647038157545,2.31331176370838,2.5407496206826,"360 Months"
"Large_Cap: 23%,  Fixed: 77%",23,9.26422541224374,4.15078711057624,2.23192015524921,2.20634271777668,2.08964811632965,2.34533795736429,2.56508836060213,"360 Months"
"Large_Cap: 24%,  Fixed: 76%",24,9.45258639388809,4.17436385666827,2.26443758101925,2.23841789178561,2.12124645565197,2.37539109681272,2.58695148819913,"360 Months"
"Large_Cap: 25%,  Fixed: 75%",25,9.64008199632948,4.20003921011198,2.2952361904432,2.2688149024934,2.15127114425834,2.40350573646538,2.60645705004744,"360 Months"
"Large_Cap: 26%,  Fixed: 74%",26,9.82676349488108,4.22777493643937,2.32433458323048,2.2975504483931,2.17973396800506,2.42972324687673,2.62372744773258,"360 Months"
"Large_Cap: 27%,  Fixed: 73%",27,10.0126777987357,4.25753076888223,2.3517570024196,2.32464692703762,2.20665240158775,2.4540910757969,2.6388876164435,"360 Months"
"Large_Cap: 28%,  Fixed: 72%",28,10.1978679362896,4.28926466551787,2.37753291800154,2.35013201153604,2.23204919821336,2.47666197235181,2.65206339105485,"360 Months"
"Large_Cap: 29%,  Fixed: 71%",29,10.3823734742042,4.32293306469445,2.40169656083676,2.37403818007176,2.25595193515222,2.497493196166,2.66338007296757,"360 Months"
"Large_Cap: 30%,  Fixed: 70%",30,10.5662308808696,4.35849113580423,2.42428642198442,2.39640221291058,2.27839252847171,2.51664573053527,2.67296120155717,"360 Months"
"Large_Cap: 31%,  Fixed: 69%",31,10.7494738429704,4.39589302281423,2.44534473136215,2.41726467028023,2.29940672936533,2.53418351586771,2.68092752649211,"360 Months"
"Large_Cap: 32%,  Fixed: 68%",32,10.9321335422921,4.43509207832901,2.46491692826611,2.43666936321049,2.31903361337688,2.5501727166716,2.68739617139346,"360 Months"
"Large_Cap: 33%,  Fixed: 67%",33,11.1142388986645,4.47604108633666,2.48305113476087,2.45466282798425,2.33731507254368,2.56468103249114,2.69247997517403,"360 Months"
"Large_Cap: 34%,  Fixed: 66%",34,11.2958167839319,4.51869247216251,2.49979764135754,2.47129381332845,2.35429531910589,2.57777706047056,2.69628699472071,"360 Months"
"Large_Cap: 35%,  Fixed: 65%",35,11.4768922110331,4.56299849851713,2.51520841279321,2.48661278792796,2.37002040801212,2.58952971473544,2.69892015113645,"360 Months"
"Large_Cap: 36%,  Fixed: 64%",36,11.6574885016109,4.60891144686555,2.5293366201555,2.50067147432789,2.38453778404657,2.60000770556548,2.70047700129918,"360 Months"
"Large_Cap: 37%,  Fixed: 63%",37,11.8376274350347,4.6563837836581,2.5422362041075,2.51352241384403,2.39789585805351,2.60927907942381,2.70104961679678,"360 Months"
"Large_Cap: 38%,  Fixed: 62%",38,12.0173293812702,4.70536831124484,2.55396147259107,2.52521856576144,2.41014361547653,2.61741081931265,2.70072455315205,"360 Months"
"Large_Cap: 39%,  Fixed: 61%",39,12.1966134196698,4.75581830354223,2.56456673514745,2.53581294289227,2.42133025928752,2.62446850363854,2.69958289348331,"360 Months"
"Large_Cap: 40%,  Fixed: 60%",40,12.3754974454449,4.80768762673228,2.57410597490426,2.54535828449979,2.43150488836934,2.63051602077442,2.69770035220647,"360 Months"
"Large_Cap: 41%,  Fixed: 59%",41,12.5539982653341,4.8609308454502,2.58263255834725,2.55390676668495,2.4407162115463,2.63561533577545,2.69514742595604,"360 Months"
"Large_Cap: 42%,  Fixed: 58%",42,12.7321316837628,4.91550331505848,2.59019898221986,2.56150974957315,2.44901229672751,2.63982630520954,2.6919895804961,"360 Months"
"Large_Cap: 43%,  Fixed: 57%",43,12.9099125806128,4.9713612607152,2.59685665627034,2.56821756002779,2.45644035403754,2.64320653576959,2.68828746394336,"360 Months"
"Large_Cap: 44%,  Fixed: 56%",44,13.0873549815688,5.02846184402506,2.60265572008257,2.5740793081432,2.46304655134673,2.64581128220885,2.68409713808531,"360 Months"
"Large_Cap: 45%,  Fixed: 55%",45,13.2644721218815,5.08676321811613,2.60764489187173,2.57914273542084,2.46887586027039,2.64769338015166,2.67947032092339,"360 Months"
"Large_Cap: 46%,  Fixed: 54%",46,13.4412765042755,5.14622457201681,2.61187134688292,2.58345409229438,2.47397193046752,2.64890320944904,2.67445463478313,"360 Months"
"Large_Cap: 47%,  Fixed: 53%",47,13.6177799516385,5.20680616521945,2.61538062288603,2.58705804252691,2.478376989923,2.64948868394684,2.66909385540942,"360 Months"
"Large_Cap: 48%,  Fixed: 52%",48,13.7939936550496,5.26846935331241,2.61821655019726,2.58999759194148,2.48213176882767,2.64949526378806,2.66342815840365,"360 Months"
"Large_Cap: 49%,  Fixed: 51%",49,13.9699282176349,5.33117660554441,2.62042120366191,2.59231403895064,2.48527544466505,2.64896598666335,2.65749436016782,"360 Months"
"Large_Cap: 50%,  Fixed: 50%",50,14.1455936946784,5.39489151515609,2.62203487409128,2.59404694440781,2.48784560615925,2.64794151473651,2.65132615120814,"360 Months"
"Large_Cap: 51%,  Fixed: 49%",51,14.3209996303684,5.45957880327682,2.6230960567458,2.59523411840091,2.48987823382378,2.64646019429262,2.64495432022767,"360 Months"
"Large_Cap: 52%,  Fixed: 48%",52,14.4961550915131,5.52520431714186,2.62364145458639,2.59591162173651,2.49140769496643,2.64455812547522,2.6384069679167,"360 Months"
"Large_Cap: 53%,  Fixed: 47%",53,14.6710686985211,5.59173502333791,2.62370599416626,2.59611378001106,2.49246675114047,2.64226923978783,2.63170970974151,"360 Months"
"Large_Cap: 54%,  Fixed: 46%",54,14.8457486539103,5.65913899673543,2.62332285219966,2.59587320832706,2.49308657618208,2.63962538332836,2.62488586735007,"360 Months"
"Large_Cap: 55%,  Fixed: 45%",55,15.0202027685784,5.72738540571584,2.62252349101363,2.59522084487933,2.4932967831291,2.63665640399921,2.61795664846573,"360 Months"
