Date,Folio0,Folio1,Folio2,Folio3,Folio4,Folio5,Folio6,Folio7,Folio8,Folio9,Folio10,Folio11,Folio12,Folio13,Folio14,Folio15,Folio16,Folio17,Folio18,Folio19,Folio20,Folio21,Folio22,Folio23,Folio24,Folio25,Folio26,Folio27,Folio28,Folio29,Folio30,Folio31,Folio32,Folio33,Folio34,Folio35,Folio36,Folio37,Folio38,Folio39,Folio40,Folio41,Folio42,Folio43,Folio44,Folio45,Folio46,Folio47,Folio48,Folio49,Folio50,Folio51,Folio52,Folio53,Folio54,Folio55,Folio56,Folio57,Folio58,Folio59,Folio60,Folio61,Folio62,Folio63,Folio64,Folio65,Folio66,Folio67,Folio68,Folio69,Folio70,Folio71,Folio72,Folio73,Folio74,Folio75,Folio76,Folio77,Folio78,Folio79,Folio80,Folio81,Folio82,Folio83,Folio84,Folio85,Folio86,Folio87,Folio88,Folio89,Folio90,Folio91,Folio92,Folio93,Folio94,Folio95,Folio96,Folio97,Folio98,Folio99,Folio100
1926-01-01,0.0591358,0.059712882,0.060289964,0.060867046,0.061444128,0.06202121,0.062598292,0.063175374,0.063752456,0.0537576306666667,0.0549396933333333,0.056121756,0.0573038186666667,0.0584858813333333,0.059667944,0.0608500066666667,0.0620320693333333,0.063214132,0.0643961946666667,0.0655782573333333,0.05898288,0.06011782525,0.0612527705,0.06238771575,0.063522661,0.06465760625,0.0657925515,0.06692749675,0.068062442,0.06919738725,0.0703323325,0.07146727775,0.072602223,0.07373716825,0.0748721135,0.07600705875,0.077142004,0.07827694925,0.0794118945,0.08054683975,0.081681785,0.08281673025,0.0839516755,0.08508662075,0.086221566,0.08735651125,0.0884914565,0.08962640175,0.090761347,0.09189629225,0.0930312375,0.09416618275,0.095301128,0.09643607325,0.0975710185,0.09870596375,0.099840909,0.10097585425,0.1021107995,0.10324574475,0.10438069,0.10551563525,0.1066505805,0.10778552575,0.108920471,0.11005541625,0.1111903615,0.11232530675,0.113460252,0.11459519725,0.1157301425,0.11686508775,0.118000033,0.11913497825,0.1202699235,0.12140486875,0.122539814,0.12367475925,0.1248097045,0.12594464975,0.127079595,0.12821454025,0.1293494855,0.13048443075,0.131619376,0.13275432125,0.1338892665,0.13502421175,0.136159157,0.13729410225,0.1384290475,0.13956399275,0.140698938,0.14183388325,0.1429688285,0.14410377375,0.145238719,0.14637366425,0.1475086095,0.14864355475,0.129683916666667
1926-02-01,0.0578361,0.058233439,0.058630778,0.059028117,0.059425456,0.059822795,0.060220134,0.060617473,0.061014812,0.0513264748333333,0.0523587516666667,0.0533910285,0.0544233053333333,0.0554555821666667,0.056487859,0.0575201358333333,0.0585524126666667,0.0595846895,0.0606169663333333,0.0616492431666667,0.05531196,0.056312098,0.057312236,0.0500658936666667,0.0508819426666667,0.0516979916666667,0.0525140406666667,0.0533300896666667,0.0541461386666667,0.0549621876666667,0.0557782366666666,0.0565942856666667,0.0574103346666667,0.0582263836666667,0.0590424326666667,0.0598584816666667,0.0606745306666667,0.0614905796666667,0.0623066286666667,0.0631226776666667,0.0639387266666667,0.0647547756666667,0.0655708246666667,0.0663868736666667,0.0672029226666667,0.0680189716666667,0.0688350206666667,0.0696510696666666,0.0704671186666667,0.0712831676666667,0.0720992166666667,0.0729152656666667,0.0737313146666667,0.0745473636666667,0.0753634126666667,0.0761794616666667,0.0769955106666667,0.0778115596666667,0.0786276086666667,0.0794436576666667,0.0802597066666667,0.0810757556666667,0.0818918046666667,0.0827078536666667,0.0835239026666667,0.0843399516666667,0.0851560006666667,0.0859720496666667,0.0867880986666667,0.0876041476666667,0.0884201966666667,0.0892362456666667,0.0900522946666667,0.0908683436666666,0.0916843926666667,0.0925004416666667,0.0933164906666666,0.0941325396666667,0.0949485886666667,0.0957646376666667,0.0965806866666667,0.0973967356666667,0.0982127846666667,0.0990288336666667,0.0998448826666667,0.100660931666667,0.101476980666667,0.102293029666667,0.103109078666667,0.103925127666667,0.104741176666667,0.105557225666667,0.106373274666667,0.107189323666667,0.108005372666667,0.108821421666667,0.109637470666667,0.110453519666667,0.111269568666667,0.112085617666667,0.112901666666667
1926-03-01,0.05909275,0.0603996125,0.061706475,0.0630133375,0.0643202,0.0656270625,0.066933925,0.0682407875,0.06954765,0.0650196947916667,0.0667431770833333,0.068466659375,0.0701901416666667,0.0719136239583333,0.07363710625,0.0753605885416666,0.0770840708333333,0.078807553125,0.0805310354166667,0.0822545177083333,0.0758093466666667,0.0775538360833333,0.0792983255,0.071968676875,0.0735650025,0.075161328125,0.07675765375,0.078353979375,0.079950305,0.081546630625,0.08314295625,0.084739281875,0.0863356075,0.087931933125,0.08952825875,0.091124584375,0.09272091,0.094317235625,0.09591356125,0.097509886875,0.0991062125,0.100702538125,0.10229886375,0.103895189375,0.105491515,0.107087840625,0.10868416625,0.110280491875,0.1118768175,0.113473143125,0.11506946875,0.116665794375,0.11826212,0.119858445625,0.12145477125,0.123051096875,0.1246474225,0.126243748125,0.12784007375,0.129436399375,0.131032725,0.132629050625,0.13422537625,0.135821701875,0.1374180275,0.139014353125,0.14061067875,0.142207004375,0.14380333,0.145399655625,0.14699598125,0.148592306875,0.1501886325,0.151784958125,0.15338128375,0.154977609375,0.156573935,0.158170260625,0.15976658625,0.161362911875,0.1629592375,0.164555563125,0.16615188875,0.167748214375,0.16934454,0.170940865625,0.17253719125,0.174133516875,0.1757298425,0.177326168125,0.17892249375,0.180518819375,0.182115145,0.183711470625,0.18530779625,0.186904121875,0.1885004475,0.190096773125,0.19169309875,0.193289424375,0.19488575
1926-04-01,0.05888615,0.0608564985,0.062826847,0.0647971955,0.066767544,0.0687378925,0.070708241,0.0726785895,0.074648938,0.0766192865,0.078589635,0.0805599835,0.082530332,0.0845006805,0.086471029,0.0884413775,0.090411726,0.0923820745,0.094352423,0.0963227715,0.09023196,0.0923318844583333,0.0944318089166667,0.0877027929166667,0.0897459016666667,0.0917890104166667,0.0938321191666667,0.0958752279166667,0.0979183366666667,0.0999614454166667,0.102004554166667,0.104047662916667,0.106090771666667,0.108133880416667,0.110176989166667,0.112220097916667,0.114263206666667,0.116306315416667,0.118349424166667,0.120392532916667,0.122435641666667,0.124478750416667,0.126521859166667,0.128564967916667,0.130608076666667,0.132651185416667,0.134694294166667,0.136737402916667,0.138780511666667,0.140823620416667,0.142866729166667,0.144909837916667,0.146952946666667,0.148996055416667,0.151039164166667,0.153082272916667,0.155125381666667,0.157168490416667,0.159211599166667,0.161254707916667,0.163297816666667,0.165340925416667,0.167384034166667,0.169427142916667,0.171470251666667,0.173513360416667,0.175556469166667,0.177599577916667,0.179642686666667,0.181685795416667,0.183728904166667,0.185772012916667,0.187815121666667,0.189858230416667,0.191901339166667,0.193944447916667,0.195987556666667,0.198030665416667,0.200073774166667,0.202116882916667,0.204159991666667,0.206203100416667,0.208246209166667,0.210289317916667,0.212332426666667,0.214375535416667,0.216418644166667,0.218461752916667,0.220504861666667,0.222547970416667,0.224591079166667,0.226634187916667,0.228677296666667,0.230720405416667,0.232763514166667,0.234806622916667,0.236849731666667,0.238892840416667,0.240935949166667,0.242979057916667,0.245022166666667
1926-05-01,0.05260095,0.0545821105,0.056563271,0.0585444315,0.060525592,0.0625067525,0.064487913,0.0664690735,0.068450234,0.0704313945,0.072412555,0.0743937155,0.076374876,0.0783560365,0.080337197,0.0823183575,0.084299518,0.0862806785,0.088261839,0.0902429995,0.0846687466666667,0.086778582125,0.0888884175833333,0.08267235625,0.084724475,0.08677659375,0.0888287125,0.09088083125,0.09293295,0.09498506875,0.0970371875,0.09908930625,0.101141425,0.10319354375,0.1052456625,0.10729778125,0.1093499,0.11140201875,0.1134541375,0.11550625625,0.117558375,0.11961049375,0.1216626125,0.12371473125,0.12576685,0.12781896875,0.1298710875,0.13192320625,0.133975325,0.13602744375,0.1380795625,0.14013168125,0.1421838,0.14423591875,0.1462880375,0.14834015625,0.150392275,0.15244439375,0.1544965125,0.15654863125,0.15860075,0.16065286875,0.1627049875,0.16475710625,0.166809225,0.16886134375,0.1709134625,0.17296558125,0.1750177,0.17706981875,0.1791219375,0.18117405625,0.183226175,0.18527829375,0.1873304125,0.18938253125,0.19143465,0.19348676875,0.1955388875,0.19759100625,0.199643125,0.20169524375,0.2037473625,0.20579948125,0.2078516,0.20990371875,0.2119558375,0.21400795625,0.216060075,0.21811219375,0.2201643125,0.22221643125,0.22426855,0.22632066875,0.2283727875,0.23042490625,0.232477025,0.23452914375,0.2365812625,0.23863338125,0.2406855
1926-06-01,0.05145075,0.0538711525,0.056291555,0.0587119575,0.06113236,0.0635527625,0.065973165,0.0683935675,0.07081397,0.0732343725,0.075654775,0.0780751775,0.08049558,0.0829159825,0.085336385,0.0877567875,0.09017719,0.0925975925,0.095017995,0.0974383975,0.0916671666666667,0.094179640625,0.0966921145833333,0.09013266125,0.092550815,0.09496896875,0.0973871225,0.09980527625,0.10222343,0.10464158375,0.1070597375,0.10947789125,0.111896045,0.11431419875,0.1167323525,0.11915050625,0.12156866,0.12398681375,0.1264049675,0.12882312125,0.131241275,0.13365942875,0.1360775825,0.13849573625,0.14091389,0.14333204375,0.1457501975,0.14816835125,0.150586505,0.15300465875,0.1554228125,0.15784096625,0.16025912,0.16267727375,0.1650954275,0.16751358125,0.169931735,0.17234988875,0.1747680425,0.17718619625,0.17960435,0.18202250375,0.1844406575,0.18685881125,0.189276965,0.19169511875,0.1941132725,0.19653142625,0.19894958,0.20136773375,0.2037858875,0.20620404125,0.208622195,0.21104034875,0.2134585025,0.21587665625,0.21829481,0.22071296375,0.2231311175,0.22554927125,0.227967425,0.23038557875,0.2328037325,0.23522188625,0.23764004,0.24005819375,0.2424763475,0.24489450125,0.247312655,0.24973080875,0.2521489625,0.25456711625,0.25698527,0.25940342375,0.2618215775,0.26423973125,0.266657885,0.26907603875,0.2714941925,0.27391234625,0.2763305
1926-07-01,0.0529984,0.054879016,0.056759632,0.058640248,0.060520864,0.06240148,0.064282096,0.066162712,0.068043328,0.069923944,0.07180456,0.073685176,0.075565792,0.077446408,0.079327024,0.08120764,0.083088256,0.084968872,0.086849488,0.088730104,0.08318976,0.0852074296666667,0.0872250993333333,0.0810764616666667,0.0830447933333333,0.085013125,0.0869814566666667,0.0889497883333333,0.09091812,0.0928864516666667,0.0948547833333333,0.096823115,0.0987914466666667,0.100759778333333,0.091675338,0.093437295,0.095199252,0.096961209,0.098723166,0.100485123,0.10224708,0.104009037,0.105770994,0.107532951,0.109294908,0.111056865,0.112818822,0.114580779,0.116342736,0.118104693,0.11986665,0.121628607,0.123390564,0.125152521,0.126914478,0.128676435,0.130438392,0.132200349,0.133962306,0.135724263,0.13748622,0.139248177,0.141010134,0.142772091,0.144534048,0.146296005,0.148057962,0.149819919,0.151581876,0.153343833,0.15510579,0.156867747,0.158629704,0.160391661,0.162153618,0.163915575,0.165677532,0.167439489,0.169201446,0.170963403,0.17272536,0.174487317,0.176249274,0.178011231,0.179773188,0.181535145,0.183297102,0.185059059,0.186821016,0.188582973,0.19034493,0.192106887,0.193868844,0.195630801,0.197392758,0.199154715,0.200916672,0.202678629,0.204440586,0.206202543,0.2079645
1926-08-01,0.05302525,0.0550969775,0.057168705,0.0592404325,0.06131216,0.0633838875,0.065455615,0.0675273425,0.06959907,0.0716707975,0.073742525,0.0758142525,0.07788598,0.0799577075,0.082029435,0.0841011625,0.08617289,0.0882446175,0.090316345,0.0923880725,0.0867180833333333,0.0889109385416667,0.09110379375,0.0847618070833333,0.0868893983333333,0.0890169895833333,0.0911445808333333,0.0932721720833333,0.0953997633333333,0.0975273545833333,0.0996549458333333,0.101782537083333,0.103910128333333,0.106037719583333,0.09656881875,0.098474109375,0.1003794,0.102284690625,0.10418998125,0.106095271875,0.1080005625,0.109905853125,0.11181114375,0.113716434375,0.115621725,0.117527015625,0.11943230625,0.121337596875,0.1232428875,0.125148178125,0.12705346875,0.128958759375,0.13086405,0.132769340625,0.13467463125,0.136579921875,0.1384852125,0.140390503125,0.14229579375,0.144201084375,0.146106375,0.148011665625,0.14991695625,0.151822246875,0.1537275375,0.155632828125,0.15753811875,0.159443409375,0.1613487,0.163253990625,0.16515928125,0.167064571875,0.1689698625,0.170875153125,0.17278044375,0.174685734375,0.176591025,0.178496315625,0.18040160625,0.182306896875,0.1842121875,0.186117478125,0.18802276875,0.189928059375,0.19183335,0.193738640625,0.19564393125,0.197549221875,0.1994545125,0.201359803125,0.20326509375,0.205170384375,0.207075675,0.208980965625,0.21088625625,0.212791546875,0.2146968375,0.216602128125,0.21850741875,0.220412709375,0.222318
1926-09-01,0.0574329,0.059727041,0.062021182,0.064315323,0.066609464,0.068903605,0.071197746,0.073491887,0.075786028,0.078080169,0.08037431,0.082668451,0.084962592,0.087256733,0.089550874,0.091845015,0.094139156,0.096433297,0.098727438,0.101021579,0.09483601,0.09723274425,0.0996294785,0.0926977741666667,0.09501071,0.0973236458333333,0.0996365816666667,0.1019495175,0.104262453333333,0.106575389166667,0.108888325,0.111201260833333,0.113514196666667,0.1158271325,0.1055461005,0.10761820125,0.109690302,0.11176240275,0.1138345035,0.11590660425,0.117978705,0.12005080575,0.1221229065,0.12419500725,0.126267108,0.12833920875,0.1304113095,0.13248341025,0.134555511,0.13662761175,0.1386997125,0.14077181325,0.142843914,0.14491601475,0.1469881155,0.14906021625,0.151132317,0.15320441775,0.1552765185,0.15734861925,0.15942072,0.16149282075,0.1635649215,0.16563702225,0.167709123,0.16978122375,0.1718533245,0.17392542525,0.175997526,0.17806962675,0.1801417275,0.18221382825,0.184285929,0.18635802975,0.1884301305,0.19050223125,0.192574332,0.19464643275,0.1967185335,0.19879063425,0.200862735,0.20293483575,0.2050069365,0.20707903725,0.209151138,0.21122323875,0.2132953395,0.21536744025,0.217439541,0.21951164175,0.2215837425,0.22365584325,0.225727944,0.22780004475,0.2298721455,0.23194424625,0.234016347,0.23608844775,0.2381605485,0.24023264925,0.24230475
1926-10-01,0.06133345,0.0637870755,0.066240701,0.0686943265,0.071147952,0.0736015775,0.076055203,0.0785088285,0.080962454,0.0834160795,0.085869705,0.0883233305,0.090776956,0.0932305815,0.095684207,0.0981378325,0.100591458,0.1030450835,0.105498709,0.1079523345,0.101335396666667,0.103878325041667,0.106421253416667,0.09900501875,0.101450858333333,0.103896697916667,0.1063425375,0.108788377083333,0.111234216666667,0.11368005625,0.116125895833333,0.118571735416667,0.121017575,0.123463414583333,0.11253836775,0.114730081875,0.116921796,0.119113510125,0.12130522425,0.123496938375,0.1256886525,0.127880366625,0.13007208075,0.132263794875,0.134455509,0.136647223125,0.13883893725,0.141030651375,0.1432223655,0.145414079625,0.14760579375,0.149797507875,0.151989222,0.154180936125,0.15637265025,0.158564364375,0.1607560785,0.162947792625,0.16513950675,0.167331220875,0.169522935,0.171714649125,0.17390636325,0.176098077375,0.1782897915,0.180481505625,0.18267321975,0.184864933875,0.187056648,0.189248362125,0.19144007625,0.193631790375,0.1958235045,0.198015218625,0.20020693275,0.202398646875,0.204590361,0.206782075125,0.20897378925,0.211165503375,0.2133572175,0.215548931625,0.21774064575,0.219932359875,0.222124074,0.224315788125,0.22650750225,0.228699216375,0.2308909305,0.233082644625,0.23527435875,0.237466072875,0.239657787,0.241849501125,0.24404121525,0.246232929375,0.2484246435,0.250616357625,0.25280807175,0.254999785875,0.2571915
